phenotype	description	risk_category	your_risk	gene_tested	priority	type	category	sub_pri	intrinsic_factors	sign_and_symptoms	recomm_test	possible_outcome	do_action	do_not_action
Type 2 Diabetes	Diabetes Tipe 2 (T2D) adalah kondisi kronis yang mempengaruhi cara glukosa diproses yang menyebabkan peningkatan kadar glukosa dalam darah. T2D umumnya ditandai dengan resistensi insulin yang membuat kadar glukosa darah terus meningkat, Hal ini dapat mengarah pada neuropati diabetik, nefropati, retinopati, penyakit jantung, ketoasidosis diabetik, dan kaki diabetik.Ê	Low		"IGF2BP2; CDKAL1; TCF7L2; ARAP1; FTO; ADCY5; WFS1; KCNQ1; SLC30A8; UBE2E2; CTBP1; FSCN3; NKX6-3; GPSM1; HNF1B; PABPC4; PPARG; JAZF1; THADA; CCNQ; EXOC6; IGF2; PAM; GATAD2A; IRS1; C5orf67"	23	Health	Endocrine / Metabolic Disorders		"Faktor Intrinsik: 
1) Usia: risiko meningkat setelah 40 tahun 
2) Jenis kelamin: perempuan memiliki risiko lebih besar daripada laki-laki 
3) Etnis: lebih sering terjadi pada populasi tertentu, termasuk orang India 
4) Riwayat keluarga. 

Faktor Gaya Hidup: 
1) Gaya hidup kurangnya bergerak 
2) Berat badan berlebih 
3) Minum soda atau terlalu banyak mengkonsumsi gula dan makanan olahan 
4) Stres. 

Kondisi Medis Terkait: 
1) Obesitas 
2) Sindrom Ovarium Polikistik (PCOS) 
3) Diabetes kehamilan 
4) Pradiabetes 
5) Penyakit jantung 
6) Hipertensi 
7) Trigliserida tinggi atau HDL rendah. "	"1) Peningkatan rasa haus dan mulut kering
2) Penglihatan kabur
3) Luka yang penyembuhannya lambat
4) Sering buang air kecil dan infeksi saluran kemih
5) Meningkatkan rasa lapar
6) Penurunan berat badan yang tidak disengaja
7) Kelelahan
8) Kesemutan atau mati rasa pada anggota badan
9) Kulit gatal/infeksi jamur
10) Disfungsi ereksi (pria)."	"1) Puasa dan tes gula darah post prandial 
2) Tes toleransi glukosa oral 
3) Tes hemoglobin terglikosilasi (HbA1c) 
4) Tes gula darah acak 
5) Direkomendasikan untuk berkonsultasi dengan dokter."	Secara genetik, kamu memiliki risiko rendah untuk mengidap Type 2 Diabetes	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Type 2 Diabetes dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Type 2 Diabetes	Diabetes Tipe 2 (T2D) adalah kondisi kronis yang mempengaruhi cara glukosa diproses yang menyebabkan peningkatan kadar glukosa dalam darah. T2D umumnya ditandai dengan resistensi insulin yang membuat kadar glukosa darah terus meningkat, Hal ini dapat mengarah pada neuropati diabetik, nefropati, retinopati, penyakit jantung, ketoasidosis diabetik, dan kaki diabetik.Ê	High		"IGF2BP2; CDKAL1; TCF7L2; ARAP1; FTO; ADCY5; WFS1; KCNQ1; SLC30A8; UBE2E2; CTBP1; FSCN3; NKX6-3; GPSM1; HNF1B; PABPC4; PPARG; JAZF1; THADA; CCNQ; EXOC6; IGF2; PAM; GATAD2A; IRS1; C5orf67"	23	Health	Endocrine / Metabolic Disorders		"Faktor Intrinsik: 
1) Usia: risiko meningkat setelah 40 tahun 
2) Jenis kelamin: perempuan memiliki risiko lebih besar daripada laki-laki 
3) Etnis: lebih sering terjadi pada populasi tertentu, termasuk orang India 
4) Riwayat keluarga. 

Faktor Gaya Hidup: 
1) Gaya hidup kurangnya bergerak 
2) Berat badan berlebih 
3) Minum soda atau terlalu banyak mengkonsumsi gula dan makanan olahan 
4) Stres. 

Kondisi Medis Terkait: 
1) Obesitas 
2) Sindrom Ovarium Polikistik (PCOS) 
3) Diabetes kehamilan 
4) Pradiabetes 
5) Penyakit jantung 
6) Hipertensi 
7) Trigliserida tinggi atau HDL rendah. "	"1) Peningkatan rasa haus dan mulut kering
2) Penglihatan kabur
3) Luka yang penyembuhannya lambat
4) Sering buang air kecil dan infeksi saluran kemih
5) Meningkatkan rasa lapar
6) Penurunan berat badan yang tidak disengaja
7) Kelelahan
8) Kesemutan atau mati rasa pada anggota badan
9) Kulit gatal/infeksi jamur
10) Disfungsi ereksi (pria)."	"1) Puasa dan tes gula darah post prandial 
2) Tes toleransi glukosa oral 
3) Tes hemoglobin terglikosilasi (HbA1c) 
4) Tes gula darah acak 
5) Direkomendasikan untuk berkonsultasi dengan dokter."	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Type 2 Diabetes	"Buat rencana atau pilihan makanan sehat.

Hindari makanan olahan.

Makan makanan dengan indeks glikemilk rendah. 

Konsumsi makanan yang mengandung asam lemak omega-3 dan lemak sehat. 

Konsumsi makanan rendah karbohidrat.

Raih dan pertahankan BMI yang sehat dengan diet dan olahraga. 

Lakukan aktivitas fisik yang teratur. "	"Hindari makanan dengan indeks glikemik (GI) tinggi. 

Batasi makanan dengan tambahan gula.

Jangan terlalu banyak minum soda, minuman dingin atau minuman manis.

Hindari merokok.

Kurangi konsumsi alkohol.

Jangan tidur terlalu larut malam/kurang tidur. "
Age-Related Macular Degeneration (AMD)	Degenerasi Makula Terkait Usia (AMD) adalah penyebab utama kehilangan penglihatan pada orang dewasa di atas usia 60 tahun. Penyakit ini menyebabkan kerusakan di makula yang memungkinkan kita melihat objek yang lurus ke depan. Patogenesis AMD adalah multifaktorial, melibatkan interaksi kompleks genetik, metabolik, fungsional, dan faktor lingkungan.	Typical		"NPLOC4; ARMS2, LOC105378525; TNFRSF10A, LOC389641; ABCA1; CETP; APOE; SKIV2L; C3; CFB; LOC107986598; CFH"	24	Health	Eye Conditions		"Faktor intrinsik:
1) Usia
2) Etnis: lebih umum di Eropa Amerika
3) Riwayat keluarga

Faktor gaya hidup:
1) Obesitas
2) Merokok
3) Konsumsi alkohol berlebih
4) Pola makan kekurangan lutein
5) Stres oksidatif (karena
radiasi cahaya dan tinggi
tekanan oksigen)

Kondisi medis terkait:
1) Hipertensi
2) Penyakit jantung
3) penyakit Alzheimer

"	"1) Penglihatan terdistorsi
2) Bintik buta
3) Penglihatan kabur
4) Kesulitan dalam membaca tulisan halus
5) Area buram gelap di pusat penglihatan
6) Penampilan bergelombang dari garis lurus
7) Persepsi warna yang berubah"	"1) Pemeriksaan mata rutin
2) Tes ketajaman visual
3) Tes jaringan Amsler
4) Tes Tomografi Koherensi Optik
5) Angiogram fluorescein
6) Biomikroskopi lampu celah
7) Biopsi dan pemeriksaan histologis"	Secara genetik, kamu memiliki risiko umum untuk mengidap Age-Related Macular Degeneration (AMD)	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Age-Related Macular Degeneration (AMD) dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Age-Related Macular Degeneration (AMD)	Degenerasi Makula Terkait Usia (AMD) adalah penyebab utama kehilangan penglihatan pada orang dewasa di atas usia 60 tahun. Penyakit ini menyebabkan kerusakan di makula yang memungkinkan kita melihat objek yang lurus ke depan. Patogenesis AMD adalah multifaktorial, melibatkan interaksi kompleks genetik, metabolik, fungsional, dan faktor lingkungan.	Low		"NPLOC4; ARMS2, LOC105378525; TNFRSF10A, LOC389641; ABCA1; CETP; APOE; SKIV2L; C3; CFB; LOC107986598; CFH"	24	Health	Eye Conditions		"Faktor intrinsik:
1) Usia
2) Etnis: lebih umum di Eropa Amerika
3) Riwayat keluarga

Faktor gaya hidup:
1) Obesitas
2) Merokok
3) Konsumsi alkohol berlebih
4) Pola makan kekurangan lutein
5) Stres oksidatif (karena
radiasi cahaya dan tinggi
tekanan oksigen)

Kondisi medis terkait:
1) Hipertensi
2) Penyakit jantung
3) penyakit Alzheimer

"	"1) Penglihatan terdistorsi
2) Bintik buta
3) Penglihatan kabur
4) Kesulitan dalam membaca tulisan halus
5) Area buram gelap di pusat penglihatan
6) Penampilan bergelombang dari garis lurus
7) Persepsi warna yang berubah"	"1) Pemeriksaan mata rutin
2) Tes ketajaman visual
3) Tes jaringan Amsler
4) Tes Tomografi Koherensi Optik
5) Angiogram fluorescein
6) Biomikroskopi lampu celah
7) Biopsi dan pemeriksaan histologis"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Age-Related Macular Degeneration (AMD)	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Age-Related Macular Degeneration (AMD) dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Age-Related Macular Degeneration (AMD)	Degenerasi Makula Terkait Usia (AMD) adalah penyebab utama kehilangan penglihatan pada orang dewasa di atas usia 60 tahun. Penyakit ini menyebabkan kerusakan di makula yang memungkinkan kita melihat objek yang lurus ke depan. Patogenesis AMD adalah multifaktorial, melibatkan interaksi kompleks genetik, metabolik, fungsional, dan faktor lingkungan.	High		"NPLOC4; ARMS2, LOC105378525; TNFRSF10A, LOC389641; ABCA1; CETP; APOE; SKIV2L; C3; CFB; LOC107986598; CFH"	24	Health	Eye Conditions		"Faktor intrinsik:
1) Usia
2) Etnis: lebih umum di Eropa Amerika
3) Riwayat keluarga

Faktor gaya hidup:
1) Obesitas
2) Merokok
3) Konsumsi alkohol berlebih
4) Pola makan kekurangan lutein
5) Stres oksidatif (karena
radiasi cahaya dan tinggi
tekanan oksigen)

Kondisi medis terkait:
1) Hipertensi
2) Penyakit jantung
3) penyakit Alzheimer

"	"1) Penglihatan terdistorsi
2) Bintik buta
3) Penglihatan kabur
4) Kesulitan dalam membaca tulisan halus
5) Area buram gelap di pusat penglihatan
6) Penampilan bergelombang dari garis lurus
7) Persepsi warna yang berubah"	"1) Pemeriksaan mata rutin
2) Tes ketajaman visual
3) Tes jaringan Amsler
4) Tes Tomografi Koherensi Optik
5) Angiogram fluorescein
6) Biomikroskopi lampu celah
7) Biopsi dan pemeriksaan histologis"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Age-Related Macular Degeneration (AMD)	"Makan makanan kaya vitamin dan mineral.

Ikuti gaya hidup aktif dan olahraga.

Pantau tekanan darah dan kolesterol secara teratur. 

Kenakan perlindungan mata seperti kaca mata hitam."	"Merokok

Konsumsi alkohol berlebih

Konsumsi produk tembakau

Konsumsi berlebih lemak jenuh"
Glaucoma	Glaukoma adalah sekelompok gangguan mata terkait yang menyebabkan kerusakan pada saraf optik yang membawa informasi dari mata ke otak. Glaukoma lebih sering terjadi pada orang dewasa yang lebih tua (di atas 60 tahun). Dalam kebanyakan kasus, glaukoma dikaitkan dengan hipertensi okular dan stres oksidatif. Glaukoma menyebabkan kehilangan penglihatan tepi dan dapat menyebabkan kebutaan.	Typical		"TMCO1; EPDR1; GLIS3; CHAT; FERMT2; COL11A1; PLEKHA7; CDKN2B-AS1; GAS7; EXOC2; ARHGEF12; LOXL1"	25	Health	Eye Conditions		"Faktor intrinsik:
1) Usia: lebih umum setelah 40 tahun
2) Etnis: beberapa jenis glaukoma
lebih umum di etnis yang berbeda
3) Riwayat keluarga

Faktor gaya hidup: tidak ada

Kondisi medis terkait:
1) Diabetes
2) Hipertensi
3) Penyakit jantung
4) TIO tinggi
5) Trauma/Cedera fisik ke mata
6) Operasi mata
7) Rabun dekat
8) Rabun jauh
9) Kornea tipis

"	"Sebagian besar jenis glaukoma biasanya tidak menimbulkan rasa sakit dan tidak menimbulkan gejala sampai terjadi kehilangan penglihatan yang nyata.
Beberapa tanda antara lain:
1) Penglihatan kabur
2) Halo di sekitar cahaya
3) Sakit mata yang intens
4) Mual dan muntah
5) Sakit kepala"	Pemeriksaan glaukoma komprehensif (termasuk: tonometri, oftalmoskopi, perimetri, gonioskopi, pachymetry) setiap tahun atau setiap dua tahun dimulai pada usia 35 tahun.	Secara genetik, kamu memiliki risiko umum untuk mengidap Glaucoma	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Glaucoma dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Glaucoma	Glaukoma adalah sekelompok gangguan mata terkait yang menyebabkan kerusakan pada saraf optik yang membawa informasi dari mata ke otak. Glaukoma lebih sering terjadi pada orang dewasa yang lebih tua (di atas 60 tahun). Dalam kebanyakan kasus, glaukoma dikaitkan dengan hipertensi okular dan stres oksidatif. Glaukoma menyebabkan kehilangan penglihatan tepi dan dapat menyebabkan kebutaan.	Low		"TMCO1; EPDR1; GLIS3; CHAT; FERMT2; COL11A1; PLEKHA7; CDKN2B-AS1; GAS7; EXOC2; ARHGEF12; LOXL1"	25	Health	Eye Conditions		"Faktor intrinsik:
1) Usia: lebih umum setelah 40 tahun
2) Etnis: beberapa jenis glaukoma
lebih umum di etnis yang berbeda
3) Riwayat keluarga

Faktor gaya hidup: tidak ada

Kondisi medis terkait:
1) Diabetes
2) Hipertensi
3) Penyakit jantung
4) TIO tinggi
5) Trauma/Cedera fisik ke mata
6) Operasi mata
7) Rabun dekat
8) Rabun jauh
9) Kornea tipis

"	"Sebagian besar jenis glaukoma biasanya tidak menimbulkan rasa sakit dan tidak menimbulkan gejala sampai terjadi kehilangan penglihatan yang nyata.
Beberapa tanda antara lain:
1) Penglihatan kabur
2) Halo di sekitar cahaya
3) Sakit mata yang intens
4) Mual dan muntah
5) Sakit kepala"	Pemeriksaan glaukoma komprehensif (termasuk: tonometri, oftalmoskopi, perimetri, gonioskopi, pachymetry) setiap tahun atau setiap dua tahun dimulai pada usia 35 tahun.	Secara genetik, kamu memiliki risiko rendah untuk mengidap Glaucoma	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Glaucoma dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Glaucoma	Glaukoma adalah sekelompok gangguan mata terkait yang menyebabkan kerusakan pada saraf optik yang membawa informasi dari mata ke otak. Glaukoma lebih sering terjadi pada orang dewasa yang lebih tua (di atas 60 tahun). Dalam kebanyakan kasus, glaukoma dikaitkan dengan hipertensi okular dan stres oksidatif. Glaukoma menyebabkan kehilangan penglihatan tepi dan dapat menyebabkan kebutaan.	High		"TMCO1; EPDR1; GLIS3; CHAT; FERMT2; COL11A1; PLEKHA7; CDKN2B-AS1; GAS7; EXOC2; ARHGEF12; LOXL1"	25	Health	Eye Conditions		"Faktor intrinsik:
1) Usia: lebih umum setelah 40 tahun
2) Etnis: beberapa jenis glaukoma
lebih umum di etnis yang berbeda
3) Riwayat keluarga

Faktor gaya hidup: tidak ada

Kondisi medis terkait:
1) Diabetes
2) Hipertensi
3) Penyakit jantung
4) TIO tinggi
5) Trauma/Cedera fisik ke mata
6) Operasi mata
7) Rabun dekat
8) Rabun jauh
9) Kornea tipis

"	"Sebagian besar jenis glaukoma biasanya tidak menimbulkan rasa sakit dan tidak menimbulkan gejala sampai terjadi kehilangan penglihatan yang nyata.
Beberapa tanda antara lain:
1) Penglihatan kabur
2) Halo di sekitar cahaya
3) Sakit mata yang intens
4) Mual dan muntah
5) Sakit kepala"	Pemeriksaan glaukoma komprehensif (termasuk: tonometri, oftalmoskopi, perimetri, gonioskopi, pachymetry) setiap tahun atau setiap dua tahun dimulai pada usia 35 tahun.	TBA	TBA	TBA
Endometriosis	Endometriosis didefinisikan sebagai adanya jaringan endometrium normal yang tumbuh secara abnormal di lokasi selain rongga rahim. Perubahan hormonal selama siklus menstruasi mempengaruhi jaringan ekstra-uterin yang menyebabkan area tersebut menebal, rusak dan berdarah pada setiap siklus menstruasi. Gejala seperti nyeri hanya dapat diatasi melalui tindakan medis dan/atau operasi.	Typical		"WNT4; LOC105376850; GREB1; LOC100506885; CDKN2B-AS1; FN1"	26	Health	Gynaecological Disorders		"Faktor Intrinsik: 
1) Usia: umum terjadi pada usia 30 hingga 40 tahun 
2) Riwayat keluarga.Ê

Faktor Gaya Hidup: 
1) Konsumsi alkohol berlebihan 
2) Gaya hidup kurang bergerak 
3) IMT rendah 
4) Paparan dietilstilbestrol dalam kandungan.ÊÊ

Kondisi Medis Terkait: 
1) Tingkat estrogen tinggi dalam darah 
2) Menstruasi dini atau menopause terlambat 
3) Menstruasi lebih dari 7 hari atau siklus menstruasi kurang dari 27 hari 
4) Nuliparitas atau melahirkan anak tertunda 
5) Infeksi panggul 
6) Kanker ovarium atau payudara 
7) Cacat tabung Mullerian.
"	"1) Kram, Sakit perut, inguinal dan punggung
2) Nyeri selama atau setelah berhubungan seksual, di pelvis, saat buang air besar atau saat buang air kecil
3) Menstruasi berat atau pendarahan di antara periode
4) Infertilitas yang memburuk sebelum dan selama menstruasi"""	"1) Pemeriksaan pelvis atau vagina
2) USG perut / USG transvaginal
3) Laparoskopi pelvis
4) MRI
5) Sigmoidoskopi
6) Sitoskopi
7) Biopsi (dalam kasus tertentu)
8) Indeks kesuburan endometriosis (EFI) ke tahap infertilitas terkait endometriosis"	Secara genetik, kamu memiliki risiko umum untuk mengidap Endometriosis	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Endometriosis dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Endometriosis	Endometriosis didefinisikan sebagai adanya jaringan endometrium normal yang tumbuh secara abnormal di lokasi selain rongga rahim. Perubahan hormonal selama siklus menstruasi mempengaruhi jaringan ekstra-uterin yang menyebabkan area tersebut menebal, rusak dan berdarah pada setiap siklus menstruasi. Gejala seperti nyeri hanya dapat diatasi melalui tindakan medis dan/atau operasi.	Low		"WNT4; LOC105376850; GREB1; LOC100506885; CDKN2B-AS1; FN1"	26	Health	Gynaecological Disorders		"Faktor Intrinsik: 
1) Usia: umum terjadi pada usia 30 hingga 40 tahun 
2) Riwayat keluarga.Ê

Faktor Gaya Hidup: 
1) Konsumsi alkohol berlebihan 
2) Gaya hidup kurang bergerak 
3) IMT rendah 
4) Paparan dietilstilbestrol dalam kandungan.ÊÊ

Kondisi Medis Terkait: 
1) Tingkat estrogen tinggi dalam darah 
2) Menstruasi dini atau menopause terlambat 
3) Menstruasi lebih dari 7 hari atau siklus menstruasi kurang dari 27 hari 
4) Nuliparitas atau melahirkan anak tertunda 
5) Infeksi panggul 
6) Kanker ovarium atau payudara 
7) Cacat tabung Mullerian.
"	"1) Kram, Sakit perut, inguinal dan punggung
2) Nyeri selama atau setelah berhubungan seksual, di pelvis, saat buang air besar atau saat buang air kecil
3) Menstruasi berat atau pendarahan di antara periode
4) Infertilitas yang memburuk sebelum dan selama menstruasi"""	"1) Pemeriksaan pelvis atau vagina
2) USG perut / USG transvaginal
3) Laparoskopi pelvis
4) MRI
5) Sigmoidoskopi
6) Sitoskopi
7) Biopsi (dalam kasus tertentu)
8) Indeks kesuburan endometriosis (EFI) ke tahap infertilitas terkait endometriosis"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Endometriosis	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Endometriosis dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Endometriosis	Endometriosis didefinisikan sebagai adanya jaringan endometrium normal yang tumbuh secara abnormal di lokasi selain rongga rahim. Perubahan hormonal selama siklus menstruasi mempengaruhi jaringan ekstra-uterin yang menyebabkan area tersebut menebal, rusak dan berdarah pada setiap siklus menstruasi. Gejala seperti nyeri hanya dapat diatasi melalui tindakan medis dan/atau operasi.	High		"WNT4; LOC105376850; GREB1; LOC100506885; CDKN2B-AS1; FN1"	26	Health	Gynaecological Disorders		"Faktor Intrinsik: 
1) Usia: umum terjadi pada usia 30 hingga 40 tahun 
2) Riwayat keluarga.Ê

Faktor Gaya Hidup: 
1) Konsumsi alkohol berlebihan 
2) Gaya hidup kurang bergerak 
3) IMT rendah 
4) Paparan dietilstilbestrol dalam kandungan.ÊÊ

Kondisi Medis Terkait: 
1) Tingkat estrogen tinggi dalam darah 
2) Menstruasi dini atau menopause terlambat 
3) Menstruasi lebih dari 7 hari atau siklus menstruasi kurang dari 27 hari 
4) Nuliparitas atau melahirkan anak tertunda 
5) Infeksi panggul 
6) Kanker ovarium atau payudara 
7) Cacat tabung Mullerian.
"	"1) Kram, Sakit perut, inguinal dan punggung
2) Nyeri selama atau setelah berhubungan seksual, di pelvis, saat buang air besar atau saat buang air kecil
3) Menstruasi berat atau pendarahan di antara periode
4) Infertilitas yang memburuk sebelum dan selama menstruasi"""	"1) Pemeriksaan pelvis atau vagina
2) USG perut / USG transvaginal
3) Laparoskopi pelvis
4) MRI
5) Sigmoidoskopi
6) Sitoskopi
7) Biopsi (dalam kasus tertentu)
8) Indeks kesuburan endometriosis (EFI) ke tahap infertilitas terkait endometriosis"	TBA	TBA	TBA
Polycystic Ovary Syndrome (PCOS)	Sindrom Ovarium Polikistik (PCOS) adalah gangguan endokrin yang mempengaruhi wanita pada usia reproduksi. PCOS dapat menyebabkan beberapa masalah reproduksi, seperti tidak adanya menstruasi, menstruasi yang tidak teratur, dan anovulasi (karena folikel tidak matang untuk melepaskan sel telur) yang menyebabkan infertilitas. Patofisiologi PCOS tergolong kompleks dan heterogen dengan kombinasi faktor gaya hidup variasi genetik.	Typical		"FSHR; ERBB4; DENND1A"	27	Health	Gynaecological Disorders		"Faktor Intrinsik: 
1) Usia: sering terjadi pada usia reproduksi 
2) Riwayat keluarga

Faktor Gaya Hidup: 
1) Gaya hidup kurang gerak 
2) Berat badan berlebih 
3) Merokok

Kondisi Medis Terkait: 
1) Obesitas 
2) Resistensi insulin 
3) Diabetes Mellitus Tipe 2 
4) Sindrom metabolik 
5) Gangguan tiroid
"	"1) Kelainan menstruasi
2) Kenaikan berat badan
3) Infertilitas
4) Penurunan libido
5) Pembesaran ovarium
6) Jerawat parah
7) Nyeri pelvis
8) Depresi dan kecemasan
9) Rambut tubuh yang berlebihan
10) Akantosis nigrikans"	"1) Pemeriksaan pelvis oleh ginekolog
2) Sonografi pelvis
3) Tes Hormon (Tes Fungsi Tiroid, Kadar Prolaktin Serum, Androgen, FSH, LH, AMH, Insulin)
4) Gula darah
5) Vitamin D
6) Pemeriksaan profil lipid jika diindikasikan"	Secara genetik, kamu memiliki risiko umum untuk mengidap Polycystic Ovary Syndrome (PCOS)	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Polycystic Ovary Syndrome (PCOS) dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Polycystic Ovary Syndrome (PCOS)	Sindrom Ovarium Polikistik (PCOS) adalah gangguan endokrin yang mempengaruhi wanita pada usia reproduksi. PCOS dapat menyebabkan beberapa masalah reproduksi, seperti tidak adanya menstruasi, menstruasi yang tidak teratur, dan anovulasi (karena folikel tidak matang untuk melepaskan sel telur) yang menyebabkan infertilitas. Patofisiologi PCOS tergolong kompleks dan heterogen dengan kombinasi faktor gaya hidup variasi genetik.	Low		"FSHR; ERBB4; DENND1A"	27	Health	Gynaecological Disorders		"Faktor Intrinsik: 
1) Usia: sering terjadi pada usia reproduksi 
2) Riwayat keluarga

Faktor Gaya Hidup: 
1) Gaya hidup kurang gerak 
2) Berat badan berlebih 
3) Merokok

Kondisi Medis Terkait: 
1) Obesitas 
2) Resistensi insulin 
3) Diabetes Mellitus Tipe 2 
4) Sindrom metabolik 
5) Gangguan tiroid
"	"1) Kelainan menstruasi
2) Kenaikan berat badan
3) Infertilitas
4) Penurunan libido
5) Pembesaran ovarium
6) Jerawat parah
7) Nyeri pelvis
8) Depresi dan kecemasan
9) Rambut tubuh yang berlebihan
10) Akantosis nigrikans"	"1) Pemeriksaan pelvis oleh ginekolog
2) Sonografi pelvis
3) Tes Hormon (Tes Fungsi Tiroid, Kadar Prolaktin Serum, Androgen, FSH, LH, AMH, Insulin)
4) Gula darah
5) Vitamin D
6) Pemeriksaan profil lipid jika diindikasikan"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Polycystic Ovary Syndrome (PCOS)	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Polycystic Ovary Syndrome (PCOS) dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Polycystic Ovary Syndrome (PCOS)	Sindrom Ovarium Polikistik (PCOS) adalah gangguan endokrin yang mempengaruhi wanita pada usia reproduksi. PCOS dapat menyebabkan beberapa masalah reproduksi, seperti tidak adanya menstruasi, menstruasi yang tidak teratur, dan anovulasi (karena folikel tidak matang untuk melepaskan sel telur) yang menyebabkan infertilitas. Patofisiologi PCOS tergolong kompleks dan heterogen dengan kombinasi faktor gaya hidup variasi genetik.	High		"FSHR; ERBB4; DENND1A"	27	Health	Gynaecological Disorders		"Faktor Intrinsik: 
1) Usia: sering terjadi pada usia reproduksi 
2) Riwayat keluarga

Faktor Gaya Hidup: 
1) Gaya hidup kurang gerak 
2) Berat badan berlebih 
3) Merokok

Kondisi Medis Terkait: 
1) Obesitas 
2) Resistensi insulin 
3) Diabetes Mellitus Tipe 2 
4) Sindrom metabolik 
5) Gangguan tiroid
"	"1) Kelainan menstruasi
2) Kenaikan berat badan
3) Infertilitas
4) Penurunan libido
5) Pembesaran ovarium
6) Jerawat parah
7) Nyeri pelvis
8) Depresi dan kecemasan
9) Rambut tubuh yang berlebihan
10) Akantosis nigrikans"	"1) Pemeriksaan pelvis oleh ginekolog
2) Sonografi pelvis
3) Tes Hormon (Tes Fungsi Tiroid, Kadar Prolaktin Serum, Androgen, FSH, LH, AMH, Insulin)
4) Gula darah
5) Vitamin D
6) Pemeriksaan profil lipid jika diindikasikan"	TBA	TBA	TBA
Alzheimer's Disease	Penyakit Alzheimer adalah penyakit progresif yang menyebabkan sel-sel otak mengalami degenerasi dan kemudian mati. . Ini disebabkan karena kekurangan neurotransmiter yang penting untuk komunikasi antar sel-sel saraf. Hal ini mempengaruhi area utama otak yang berkaitan dengan memori, ucapan, penalaran, proses sensorik, dan pemikiran sadar. 	Typical		"TOMM40; BIN1; TREM2; CR1; ABCA7; CD2AP; PGRN; MS4A6A; APOC1; NECTIN2; CLU"	28	Health	Neurological Disorders		"Faktor Intrinsik: 
1) Usia: lebih sering terjadi pada orang dewasa di atas usia 65 tahun 
2) Jenis kelamin: lebih sering terjadi pada perempuan 
3) Riwayat keluarga

Faktor Gaya Hidup: 
1) Obesitas 
2) Merokok Aktif/Pasif 
3) Kebiasaan makan yang tidak sehat 
4) Gaya hidup sedentary 
5) Pola tidur yang buruk

Kondisi Medis Terkait: 
1) Resistensi Insulin 
2) Dislipidemia 
3) Peradangan 
4) Sindrom Down 
5) Penyakit kardiovaskular
"	"1) Rentang Perhatian yang Dipendekkan
2) Kesulitan dalam mengenali keluarga dan teman
3) Gelisah
4) Halusinasi
5) Peningkatan kecemasan dan/atau agresi
6) Memori terganggu
7) Penurunan kemampuan penalaran, konsentrasi dan pengambilan keputusan 
8) Perubahan mood dan kepribadian"	"1) Pemeriksaan fisik dan neurologis oleh ahli saraf
2) Tes kemampuan mental menilai memori jangka pendek dan panjang, perhatian dan konsentrasi, kemampuan bahasa dan komunikasi, orientasi dan kemampuan visuospasial
3) Tingkat Tusukan Lumbar Tau dan Tau Fosforilasi di CSF
4) Pencitraan otakTau pencitraan PET, pencitraan PET Amyloid, MRI, CT-scan"	Secara genetik, kamu memiliki risiko umum untuk mengidap Alzheimer's Disease	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Alzheimer's Disease dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
